date,home_team,away_team,home_score,away_score,tournament,country,neutral
05/11/1993,Egypt,Malta,3,0,Friendly tournament,Tunisia,TRUE
05/11/1993,Tunisia,Gabon,4,0,Friendly tournament,Tunisia,FALSE
07/11/1993,Tunisia,Egypt,2,0,Friendly tournament,Tunisia,FALSE
07/11/1993,Malta,Gabon,2,1,Friendly tournament,Tunisia,TRUE
07/11/1993,United States,Jamaica,1,0,Friendly,United States,FALSE
10/11/1993,Austria,Sweden,1,1,World Cup qualifier,Austria,FALSE
10/11/1993,Turkey,Norway,2,1,World Cup qualifier,Turkey,FALSE
10/11/1993,Israel,Finland,1,3,World Cup qualifier,Israel,FALSE
10/11/1993,Portugal,Estonia,3,0,World Cup qualifier,Portugal,FALSE
14/11/1993,United States,Cayman Islands,8,1,Friendly,United States,FALSE
14/11/1993,Antigua and Barbuda,Saint Kitts and Nevis,3,0,Friendly,Antigua and Barbuda,FALSE
16/11/1993,Slovakia,Slovenia,2,0,Friendly,Slovakia,FALSE
17/11/1993,Argentina,Australia,1,0,World Cup qualifier,Argentina,FALSE
17/11/1993,Germany,Brazil,2,1,Friendly,Germany,FALSE
17/11/1993,Malta,Scotland,0,2,World Cup qualifier,Malta,FALSE
17/11/1993,England,San Marino,7,1,World Cup qualifier,Italy,TRUE
17/11/1993,Wales,Romania,1,2,World Cup qualifier,Wales,FALSE
17/11/1993,Northern Ireland,Ireland,1,1,World Cup qualifier,Northern Ireland,FALSE
17/11/1993,Belgium,Czechoslovakia,0,0,World Cup qualifier,Belgium,FALSE
17/11/1993,France,Bulgaria,1,2,World Cup qualifier,France,FALSE
17/11/1993,Switzerland,Estonia,4,0,World Cup qualifier,Switzerland,FALSE
17/11/1993,Poland,Netherlands,1,3,World Cup qualifier,Poland,FALSE
17/11/1993,Italy,Portugal,1,0,World Cup qualifier,Italy,FALSE
17/11/1993,Greece,Russia,1,0,World Cup qualifier,Greece,FALSE
17/11/1993,Spain,Denmark,1,0,World Cup qualifier,Spain,FALSE
22/11/1993,Gambia,Mauritania,2,4,Friendly,The Gambia,TRUE
26/11/1993,Sierra Leone,Guinea,1,1,Amilcar Cabral Cup,Sierra Leone,FALSE
26/11/1993,Gambia,Ghana,3,0,Friendly,Sierra Leone,TRUE
27/11/1993,Guinea-Bissau,Mauritania,1,0,Amilcar Cabral Cup,Sierra Leone,TRUE
27/11/1993,Mali,Senegal,1,0,Amilcar Cabral Cup,Sierra Leone,TRUE
28/11/1993,Sierra Leone,Ghana,2,3,Friendly,Sierra Leone,FALSE
28/11/1993,Gambia,Guinea,2,1,Amilcar Cabral Cup,Sierra Leone,TRUE
29/11/1993,Mali,Guinea-Bissau,3,0,Amilcar Cabral Cup,Sierra Leone,TRUE
29/11/1993,Senegal,Mauritania,4,0,Amilcar Cabral Cup,Sierra Leone,TRUE
30/11/1993,Sierra Leone,Gambia,1,1,Amilcar Cabral Cup,Sierra Leone,FALSE
30/11/1993,Ghana,Guinea,1,0,Friendly,Sierra Leone,TRUE
30/11/1993,Tahiti,Fiji,3,0,Friendly,Tahiti,FALSE
01/12/1993,Kenya,Uganda,2,1,Friendly tournament,Kenya,FALSE
01/12/1993,Guinea-Bissau,Senegal,0,0,Amilcar Cabral Cup,Sierra Leone,TRUE
01/12/1993,Mali,Mauritania,0,0,Amilcar Cabral Cup,Sierra Leone,TRUE
03/12/1993,Sierra Leone,Mali,2,0,Amilcar Cabral Cup,Sierra Leone,FALSE
03/12/1993,Senegal,Gambia,2,0,Amilcar Cabral Cup,Sierra Leone,TRUE
05/12/1993,Sierra Leone,Senegal,2,0,Amilcar Cabral Cup,Sierra Leone,FALSE
05/12/1993,Gambia,Mali,2,0,Amilcar Cabral Cup,Sierra Leone,TRUE
06/12/1993,Tanzania,Uganda,1,0,Friendly tournament,Kenya,TRUE
07/12/1993,Tahiti,Guam,11,0,South Pacific Mini Games,Vanuatu,TRUE
07/12/1993,Vanuatu,Tonga,3,0,South Pacific Mini Games,Vanuatu,FALSE
07/12/1993,Fiji,Solomon Islands,1,0,South Pacific Mini Games,Vanuatu,TRUE
08/12/1993,New Caledonia,Papua New Guinea,1,1,South Pacific Mini Games,Vanuatu,TRUE
09/12/1993,Tahiti,Fiji,1,0,South Pacific Mini Games,Vanuatu,TRUE
10/12/1993,Bangladesh,Myanmar,3,1,Friendly,Bangladesh,FALSE
10/12/1993,Kenya,Tanzania,2,1,Friendly tournament,Kenya,FALSE
10/12/1993,Vanuatu,New Caledonia,1,1,South Pacific Mini Games,Vanuatu,FALSE
10/12/1993,Papua New Guinea,Tonga,5,0,South Pacific Mini Games,Vanuatu,TRUE
11/12/1993,Sri Lanka,Pakistan,2,1,South Asian Games,Bangladesh,TRUE
11/12/1993,Bangladesh,Maldives,0,0,South Asian Games,Bangladesh,FALSE
11/12/1993,Solomon Islands,Guam,12,1,South Pacific Mini Games,Vanuatu,TRUE
13/12/1993,India,Sri Lanka,2,0,South Asian Games,Bangladesh,TRUE
13/12/1993,Maldives,Nepal,0,0,South Asian Games,Bangladesh,TRUE
13/12/1993,Fiji,Guam,12,0,South Pacific Mini Games,Vanuatu,TRUE
13/12/1993,New Caledonia,Tonga,11,0,South Pacific Mini Games,Vanuatu,TRUE
13/12/1993,Vanuatu,Papua New Guinea,1,0,South Pacific Mini Games,Vanuatu,FALSE
13/12/1993,Tahiti,Solomon Islands,3,0,South Pacific Mini Games,Vanuatu,TRUE
14/12/1993,Tahiti,New Caledonia,2,1,South Pacific Mini Games,Vanuatu,TRUE
14/12/1993,Vanuatu,Fiji,0,2,South Pacific Mini Games,Vanuatu,FALSE
15/12/1993,India,Pakistan,2,2,South Asian Games,Bangladesh,TRUE
15/12/1993,Bangladesh,Nepal,0,1,South Asian Games,Bangladesh,FALSE
15/12/1993,Argentina,Germany,2,1,Friendly,United States,TRUE
16/12/1993,Mexico,Brazil,0,1,Friendly,Mexico,FALSE
16/12/1993,Vanuatu,New Caledonia,1,2,South Pacific Mini Games,Vanuatu,FALSE
16/12/1993,Tahiti,Fiji,3,0,South Pacific Mini Games,Vanuatu,TRUE
18/12/1993,India,Nepal,2,2,South Asian Games,Bangladesh,TRUE
18/12/1993,Sri Lanka,Maldives,3,1,South Asian Games,Bangladesh,TRUE
18/12/1993,United States,Germany,0,3,Friendly,United States,FALSE
19/12/1993,Mali,Ivory Coast,0,1,Friendly,Mali,FALSE
22/12/1993,Mexico,Germany,0,0,Friendly,Mexico,FALSE
29/12/1993,Ghana,Egypt,0,0,Friendly,Ghana,FALSE
31/12/1993,Ghana,Tunisia,1,1,Friendly,Ghana,FALSE
31/12/1993,Syria,Jordan,1,1,Friendly,Syria,FALSE
31/12/1993,Syria,Jordan,2,3,Friendly,Syria,FALSE
02/01/1994,Ghana,Egypt,2,1,Friendly,Ghana,FALSE
02/01/1994,Barbados,Grenada,0,0,Friendly,Barbados,FALSE
05/01/1994,Mali,Burkina Faso,1,1,Friendly,Mali,FALSE
09/01/1994,Mauritania,Mali,1,3,Friendly,Mauritania,FALSE
11/01/1994,Thailand,Nigeria,1,1,Friendly,Thailand,FALSE
15/01/1994,United States,Norway,2,1,Friendly,United States,FALSE
18/01/1994,Guinea,Ivory Coast,3,0,Friendly,Guinea,FALSE
19/01/1994,Tunisia,Netherlands,2,2,Friendly,Tunisia,FALSE
19/01/1994,Costa Rica,Norway,0,0,Friendly,United States,TRUE
19/01/1994,Bulgaria,Mexico,1,1,Friendly,United States,TRUE
19/01/1994,Suriname,French Guiana,1,0,Caribbean Cup qualifier,Suriname,FALSE
19/01/1994,Spain,Portugal,2,2,Friendly,Spain,FALSE
21/01/1994,French Guiana,Guyana,1,1,Caribbean Cup qualifier,Suriname,TRUE
22/01/1994,United States,Switzerland,1,1,Friendly,United States,FALSE
23/01/1994,Saudi Arabia,China,1,0,Friendly,Saudi Arabia,FALSE
23/01/1994,Mali,Senegal,1,0,Friendly,Mali,FALSE
23/01/1994,Suriname,Guyana,2,0,Caribbean Cup qualifier,Suriname,FALSE
23/01/1994,Barbados,Puerto Rico,0,1,Caribbean Cup qualifier,Barbados,FALSE
25/01/1994,Qatar,Finland,1,0,Friendly,Qatar,FALSE
25/01/1994,Grenada,Puerto Rico,1,0,Caribbean Cup qualifier,Barbados,TRUE
26/01/1994,Saudi Arabia,China,1,1,Friendly,Saudi Arabia,FALSE
26/01/1994,Switzerland,Mexico,5,1,Friendly,United States,TRUE
27/01/1994,Qatar,Finland,0,0,Friendly,Qatar,FALSE
27/01/1994,Barbados,Grenada,3,2,Caribbean Cup qualifier,Barbados,FALSE
28/01/1994,Venezuela,Colombia,1,2,Friendly,Venezuela,FALSE
29/01/1994,Burkina Faso,Guinea,1,1,Black Stars Tournament,Burkina Faso,FALSE
29/01/1994,Ivory Coast,Niger,5,3,Black Stars Tournament,Burkina Faso,TRUE
29/01/1994,United States,Russia,1,1,Friendly,United States,FALSE
30/01/1994,Oman,Finland,0,2,Friendly,Oman,FALSE
30/01/1994,Senegal,Mali,0,0,Friendly,Senegal,FALSE
30/01/1994,Burkina Faso,Ivory Coast,0,1,Black Stars Tournament,Burkina Faso,FALSE
30/01/1994,Niger,Guinea,3,1,Black Stars Tournament,Burkina Faso,TRUE
01/02/1994,Oman,Finland,1,1,Friendly,Oman,FALSE
02/02/1994,United Arab Emirates,Slovakia,0,1,Friendly tournament,United Arab Emirates,FALSE
02/02/1994,Egypt,Morocco,1,1,Friendly tournament,United Arab Emirates,TRUE
02/02/1994,Russia,Mexico,4,1,Friendly,United States,TRUE
04/02/1994,Oman,Kenya,1,0,Friendly,Oman,FALSE
04/02/1994,United Arab Emirates,Morocco,1,1,Friendly tournament,United Arab Emirates,FALSE
04/02/1994,Egypt,Slovakia,1,0,Friendly tournament,United Arab Emirates,TRUE
06/02/1994,Saudi Arabia,Colombia,1,1,Friendly,Saudi Arabia,FALSE
06/02/1994,Oman,Kenya,2,0,Friendly,Oman,FALSE
06/02/1994,United Arab Emirates,Egypt,0,1,Friendly tournament,United Arab Emirates,FALSE
06/02/1994,Morocco,Slovakia,2,1,Friendly tournament,United Arab Emirates,TRUE
07/02/1994,Gambia,Senegal,0,0,Friendly,The Gambia,TRUE
08/02/1994,Malta,Tunisia,1,1,Friendly tournament,Malta,FALSE
08/02/1994,Slovenia,Georgia,1,0,Friendly tournament,Malta,TRUE
09/02/1994,Saudi Arabia,Colombia,0,1,Friendly,Saudi Arabia,FALSE
09/02/1994,Spain,Poland,1,1,Friendly,Spain,FALSE
10/02/1994,Slovenia,Tunisia,2,2,Friendly tournament,Malta,TRUE
10/02/1994,Malta,Georgia,0,1,Friendly tournament,Malta,FALSE
12/02/1994,Malawi,Zambia,0,3,Friendly,Malawi,FALSE
12/02/1994,Georgia,Tunisia,2,0,Friendly tournament,Malta,TRUE
12/02/1994,Malta,Slovenia,0,1,Friendly tournament,Malta,FALSE
13/02/1994,Malawi,Zambia,0,2,Friendly,Malawi,FALSE
13/02/1994,Romania,United States,2,1,Friendly tournament,Hong Kong,TRUE
16/02/1994,South Korea,Romania,1,2,Friendly,South Korea,FALSE
16/02/1994,Malta,Belgium,1,0,Friendly,Malta,FALSE
16/02/1994,Italy,France,0,1,Friendly,Italy,FALSE
18/02/1994,United States,Bolivia,1,1,Friendly tournament,United States,FALSE
18/02/1994,Colombia,Sweden,0,0,Friendly tournament,United States,TRUE
20/02/1994,United States,Sweden,1,3,Friendly tournament,United States,FALSE
20/02/1994,Colombia,Bolivia,2,0,Friendly tournament,United States,TRUE
23/02/1994,Mali,Ghana,0,0,Friendly,Mali,FALSE
23/02/1994,Morocco,Finland,0,0,Friendly,Morocco,FALSE
23/02/1994,Dominica,Antigua and Barbuda,3,2,Caribbean Cup qualifier,Saint Kitts and Nevis,TRUE
23/02/1994,Saint Kitts and Nevis,Montserrat,9,1,Caribbean Cup qualifier,Saint Kitts and Nevis,FALSE
23/02/1994,Turkey,Czechia,1,4,Friendly,Turkey,FALSE
23/02/1994,Israel,Georgia,2,0,Friendly,Israel,FALSE
24/02/1994,Mexico,Sweden,2,1,Friendly,United States,TRUE
25/02/1994,Saint Kitts and Nevis,Dominica,2,3,Caribbean Cup qualifier,Saint Kitts and Nevis,FALSE
25/02/1994,Antigua and Barbuda,Montserrat,8,0,Caribbean Cup qualifier,Saint Kitts and Nevis,TRUE
26/02/1994,Colombia,South Korea,2,2,Friendly,United States,TRUE
26/02/1994,Zimbabwe,Zambia,2,2,Friendly,Zimbabwe,FALSE
27/02/1994,Gabon,Senegal,0,0,Friendly,Gabon,FALSE
02/03/1994,Mexico,Colombia,0,0,Friendly,Mexico,FALSE
02/03/1994,Jamaica,Sint Maarten,3,2,Caribbean Cup qualifier,Cayman Islands,TRUE
02/03/1994,Cayman Islands,British Virgin Islands,5,0,Caribbean Cup qualifier,Cayman Islands,FALSE
04/03/1994,Jamaica,British Virgin Islands,12,0,Caribbean Cup qualifier,Cayman Islands,TRUE
04/03/1994,Guadeloupe,Anguilla,9,0,Caribbean Cup qualifier,St Vincent & Grenadines,TRUE
04/03/1994,Cayman Islands,Sint Maarten,5,0,Caribbean Cup qualifier,Cayman Islands,FALSE
06/03/1994,Cayman Islands,Jamaica,3,2,Caribbean Cup qualifier,Cayman Islands,FALSE
06/03/1994,St Vincent & Grenadines,Anguilla,2,0,Caribbean Cup qualifier,St Vincent & Grenadines,FALSE
06/03/1994,Sint Maarten,British Virgin Islands,3,0,Caribbean Cup qualifier,Cayman Islands,TRUE
08/03/1994,St Vincent & Grenadines,Guadeloupe,0,2,Caribbean Cup qualifier,St Vincent & Grenadines,FALSE
09/03/1994,Nigeria,Ghana,0,0,Friendly,Nigeria,FALSE
09/03/1994,England,Denmark,1,0,Friendly,England,FALSE
09/03/1994,Wales,Norway,1,3,Friendly,Wales,FALSE
09/03/1994,Hungary,Switzerland,1,2,Friendly,Hungary,FALSE
09/03/1994,Cyprus,Estonia,2,0,Friendly,Cyprus,FALSE
10/03/1994,Dominican Republic,Haiti,0,1,Caribbean Cup qualifier,Dominican Republic,FALSE
12/03/1994,United States,South Korea,1,1,Friendly,United States,FALSE
12/03/1994,Zambia,Zimbabwe,2,1,Friendly,Zambia,FALSE
12/03/1994,Congo,Zaire,2,1,Friendly,Congo,FALSE
15/03/1994,Gabon,Zaire,2,1,Friendly,Gabon,FALSE
15/03/1994,Israel,Ukraine,1,0,Friendly,Israel,FALSE
16/03/1994,Egypt,Cameroon,0,0,Friendly,Egypt,FALSE
17/03/1994,Tunisia,Niger,4,2,Friendly,Tunisia,FALSE
19/03/1994,Angola,Gabon,2,1,Friendly,Angola,FALSE
22/03/1994,France,Chile,3,1,Friendly,France,FALSE
23/03/1994,Luxembourg,Morocco,1,2,Friendly,Luxembourg,FALSE
23/03/1994,Brazil,Argentina,2,0,Friendly,Brazil,FALSE
23/03/1994,Scotland,Netherlands,0,1,Friendly,Scotland,FALSE
23/03/1994,Northern Ireland,Romania,2,0,Friendly,Northern Ireland,FALSE
23/03/1994,Austria,Hungary,1,1,Friendly,Austria,FALSE
23/03/1994,Germany,Italy,2,1,Friendly,Germany,FALSE
23/03/1994,Ireland,Russia,0,0,Friendly,Ireland,FALSE
23/03/1994,Greece,Poland,0,0,Friendly,Greece,FALSE
23/03/1994,Spain,Croatia,0,2,Friendly,Spain,FALSE
23/03/1994,Macedonia,Slovenia,2,0,Friendly,Macedonia,FALSE
26/03/1994,Nigeria,Gabon,3,0,African Nations Cup,Tunisia,TRUE
26/03/1994,Tunisia,Mali,0,2,African Nations Cup,Tunisia,FALSE
26/03/1994,United States,Bolivia,2,2,Friendly,United States,FALSE
27/03/1994,Saudi Arabia,Chile,0,2,Friendly,Saudi Arabia,FALSE
27/03/1994,Ivory Coast,Sierra Leone,4,0,African Nations Cup,Tunisia,TRUE
27/03/1994,Ghana,Guinea,1,0,African Nations Cup,Tunisia,TRUE
27/03/1994,Barbados,St Vincent & Grenadines,2,0,Friendly,Barbados,FALSE
28/03/1994,Egypt,Gabon,4,0,African Nations Cup,Tunisia,TRUE
28/03/1994,Zaire,Mali,1,0,African Nations Cup,Tunisia,TRUE
29/03/1994,Saudi Arabia,Chile,2,2,Friendly,Saudi Arabia,FALSE
29/03/1994,Sierra Leone,Zambia,0,0,African Nations Cup,Tunisia,TRUE
29/03/1994,Senegal,Guinea,2,1,African Nations Cup,Tunisia,TRUE
30/03/1994,Egypt,Nigeria,0,0,African Nations Cup,Tunisia,TRUE
30/03/1994,Tunisia,Zaire,1,1,African Nations Cup,Tunisia,FALSE
30/03/1994,Malta,Slovakia,1,2,Friendly,Malta,FALSE
31/03/1994,Zambia,Ivory Coast,1,0,African Nations Cup,Tunisia,TRUE
31/03/1994,Ghana,Senegal,1,0,African Nations Cup,Tunisia,TRUE
02/04/1994,Mali,Egypt,1,0,African Nations Cup,Tunisia,TRUE
02/04/1994,Nigeria,Zaire,2,0,African Nations Cup,Tunisia,TRUE
03/04/1994,Zambia,Senegal,1,0,African Nations Cup,Tunisia,TRUE
03/04/1994,Ivory Coast,Ghana,2,1,African Nations Cup,Tunisia,TRUE
06/04/1994,Zambia,Mali,4,0,African Nations Cup,Tunisia,TRUE
06/04/1994,Ivory Coast,Nigeria,2,2,African Nations Cup,Tunisia,TRUE
06/04/1994,Hungary,Slovenia,0,1,Friendly,Hungary,FALSE
07/04/1994,Haiti,Cayman Islands,3,2,Caribbean Cup,Trinidad and Tobago,TRUE
07/04/1994,Martinique,Suriname,2,0,Caribbean Cup,Trinidad and Tobago,TRUE
07/04/1994,Colombia,Bolivia,0,1,Friendly,Colombia,FALSE
08/04/1994,Trinidad and Tobago,Dominica,5,0,Caribbean Cup,Trinidad and Tobago,FALSE
08/04/1994,Barbados,Guadeloupe,2,2,Caribbean Cup,Trinidad and Tobago,TRUE
09/04/1994,Martinique,Haiti,3,0,Caribbean Cup,Trinidad and Tobago,TRUE
09/04/1994,Suriname,Cayman Islands,2,0,Caribbean Cup,Trinidad and Tobago,TRUE
10/04/1994,Nigeria,Zambia,2,1,African Nations Cup,Tunisia,TRUE
10/04/1994,Ivory Coast,Mali,3,1,African Nations Cup,Tunisia,TRUE
10/04/1994,Trinidad and Tobago,Guadeloupe,0,0,Caribbean Cup,Trinidad and Tobago,FALSE
10/04/1994,Barbados,Dominica,1,1,Caribbean Cup,Trinidad and Tobago,TRUE
11/04/1994,Uzbekistan,Turkmenistan,4,0,Friendly tournament,Uzbekistan,FALSE
11/04/1994,Kazakhstan,Tajikistan,1,0,Friendly tournament,Uzbekistan,TRUE
11/04/1994,Haiti,Suriname,1,1,Caribbean Cup,Trinidad and Tobago,TRUE
11/04/1994,Cayman Islands,Martinique,1,1,Caribbean Cup,Trinidad and Tobago,TRUE
12/04/1994,Trinidad and Tobago,Barbados,2,0,Caribbean Cup,Trinidad and Tobago,FALSE
12/04/1994,Guadeloupe,Dominica,5,0,Caribbean Cup,Trinidad and Tobago,TRUE
13/04/1994,Turkmenistan,Kyrgyzstan,5,1,Friendly tournament,Uzbekistan,TRUE
13/04/1994,Poland,Saudi Arabia,1,0,Friendly,France,TRUE
13/04/1994,Uzbekistan,Kazakhstan,1,0,Friendly tournament,Uzbekistan,FALSE
14/04/1994,Trinidad and Tobago,Suriname,3,2,Caribbean Cup,Trinidad and Tobago,FALSE
14/04/1994,Martinique,Guadeloupe,4,2,Caribbean Cup,Trinidad and Tobago,TRUE
15/04/1994,Tajikistan,Kyrgyzstan,1,0,Friendly tournament,Uzbekistan,TRUE
15/04/1994,Oman,Bulgaria,1,1,Friendly,Oman,FALSE
15/04/1994,Kazakhstan,Turkmenistan,0,0,Friendly tournament,Uzbekistan,TRUE
16/04/1994,United States,Moldova,1,1,Friendly,United States,FALSE
17/04/1994,Kazakhstan,Kyrgyzstan,0,0,Friendly tournament,Uzbekistan,TRUE
17/04/1994,Uzbekistan,Tajikistan,1,1,Friendly tournament,Uzbekistan,FALSE
17/04/1994,Colombia,Nigeria,1,0,Friendly,Colombia,FALSE
17/04/1994,Trinidad and Tobago,Martinique,7,2,Caribbean Cup,Trinidad and Tobago,FALSE
17/04/1994,Guadeloupe,Suriname,2,0,Caribbean Cup,Trinidad and Tobago,TRUE
18/04/1994,Tunisia,Saudi Arabia,2,0,Friendly,Tunisia,FALSE
19/04/1994,Uzbekistan,Kyrgyzstan,3,0,Friendly tournament,Uzbekistan,FALSE
19/04/1994,Turkmenistan,Tajikistan,2,0,Friendly tournament,Uzbekistan,TRUE
19/04/1994,Malta,Azerbaijan,5,0,Friendly,Malta,FALSE
20/04/1994,Saudi Arabia,Iceland,2,0,Friendly,France,TRUE
20/04/1994,Argentina,Morocco,3,1,Friendly tournament,Argentina,FALSE
20/04/1994,Swaziland,Mozambique,0,1,Friendly,Swaziland,FALSE
20/04/1994,United States,Moldova,3,0,Friendly,United States,FALSE
20/04/1994,Romania,Bolivia,3,0,Friendly,Romania,FALSE
20/04/1994,Austria,Scotland,1,2,Friendly,Austria,FALSE
20/04/1994,Wales,Sweden,0,2,Friendly,Wales,FALSE
20/04/1994,Northern Ireland,Liechtenstein,4,1,European Championship qual,Northern Ireland,FALSE
20/04/1994,Denmark,Hungary,3,1,Friendly,Denmark,FALSE
20/04/1994,Switzerland,Czechia,3,0,Friendly,Switzerland,FALSE
20/04/1994,Netherlands,Ireland,0,1,Friendly,Netherlands,FALSE
20/04/1994,Norway,Portugal,0,0,Friendly,Norway,FALSE
20/04/1994,Turkey,Russia,0,1,Friendly,Turkey,FALSE
20/04/1994,Lithuania,Israel,1,1,Friendly,Lithuania,FALSE
20/04/1994,Slovakia,Croatia,4,1,Friendly,Slovakia,FALSE
24/04/1994,South Africa,Zimbabwe,1,0,Friendly,South Africa,FALSE
24/04/1994,United States,Iceland,1,2,Friendly,United States,FALSE
27/04/1994,Greece,Saudi Arabia,5,1,Friendly,Greece,FALSE
27/04/1994,United Arab Emirates,Germany,0,2,Friendly,United Arab Emirates,FALSE
27/04/1994,Slovenia,Cyprus,3,0,Friendly,Slovenia,FALSE
28/04/1994,Kuwait,Bulgaria,2,2,Friendly,Kuwait,FALSE
30/04/1994,United States,Chile,0,2,Friendly,United States,FALSE
01/05/1994,South Korea,Cameroon,2,2,Friendly,South Korea,FALSE
03/05/1994,South Korea,Cameroon,2,1,Friendly,South Korea,FALSE
03/05/1994,El Salvador,Honduras,3,1,Friendly tournament,United States,TRUE
03/05/1994,Colombia,Peru,1,0,Friendly tournament,United States,TRUE
04/05/1994,Bolivia,Saudi Arabia,1,0,Friendly,France,TRUE
04/05/1994,Brazil,Iceland,3,0,Friendly,Brazil,FALSE
04/05/1994,Poland,Hungary,3,2,Friendly,Poland,FALSE
05/05/1994,Sweden,Nigeria,3,1,Friendly,Sweden,FALSE
05/05/1994,Colombia,El Salvador,3,0,Friendly tournament,United States,TRUE
05/05/1994,Honduras,Peru,2,1,Friendly tournament,United States,TRUE
07/05/1994,United States,Estonia,4,0,Friendly,United States,FALSE
09/05/1994,Greece,Cameroon,0,3,Friendly tournament,Greece,FALSE
10/05/1994,South Africa,Zambia,2,1,Friendly tournament,South Africa,FALSE
11/05/1994,Bolivia,Cameroon,1,1,Friendly tournament,Greece,TRUE
13/05/1994,Greece,Bolivia,0,0,Friendly tournament,Greece,FALSE
14/05/1994,Nigeria,Suriname,2,1,Friendly,Netherlands,TRUE
14/05/1994,Macedonia,Albania,5,1,Friendly,Macedonia,FALSE
15/05/1994,United States,Armenia,1,0,Friendly,United States,FALSE
17/05/1994,England,Greece,5,0,Friendly,England,FALSE
17/05/1994,Poland,Austria,3,4,Friendly,Poland,FALSE
18/05/1994,Chile,Argentina,3,3,Friendly,Chile,FALSE
18/05/1994,Hungary,Croatia,2,2,Friendly,Hungary,FALSE
19/05/1994,Iceland,Bolivia,1,0,Friendly,Iceland,FALSE
21/05/1994,Fiji,Tahiti,1,1,Friendly,Fiji,FALSE
22/05/1994,Japan,Australia,1,1,Friendly tournament,Japan,FALSE
22/05/1994,England,Norway,0,0,Friendly,England,FALSE
23/05/1994,Fiji,Tahiti,2,2,Friendly,Fiji,FALSE
23/05/1994,Estonia,Wales,1,2,Friendly,Estonia,FALSE
24/05/1994,Romania,Nigeria,2,0,Friendly,Romania,FALSE
24/05/1994,Ireland,Bolivia,1,0,Friendly,Ireland,FALSE
25/05/1994,United States,Saudi Arabia,0,0,Friendly,United States,FALSE
25/05/1994,Ecuador,Argentina,1,0,Friendly,Ecuador,FALSE
25/05/1994,Chile,Peru,2,1,Friendly,Chile,FALSE
25/05/1994,Fiji,Tahiti,2,0,Friendly,Fiji,FALSE
25/05/1994,Czechia,Lithuania,5,3,Friendly,Czechia,FALSE
25/05/1994,Ukraine,Belarus,3,1,Friendly,Ukraine,FALSE
26/05/1994,France,Australia,1,0,Friendly tournament,Japan,TRUE
26/05/1994,Denmark,Sweden,1,0,Friendly,Denmark,FALSE
27/05/1994,Netherlands,Scotland,3,1,Friendly,Netherlands,FALSE
27/05/1994,Switzerland,Liechtenstein,2,0,Friendly,Switzerland,FALSE
27/05/1994,Italy,Finland,2,0,Friendly,Italy,FALSE
28/05/1994,United States,Greece,1,1,Friendly,United States,FALSE
29/05/1994,Japan,France,1,4,Friendly tournament,Japan,FALSE
29/05/1994,Germany,Ireland,0,2,Friendly,Germany,FALSE
29/05/1994,Russia,Slovakia,2,1,Friendly,Russia,FALSE
31/05/1994,Israel,Argentina,0,3,Friendly,Israel,FALSE
01/06/1994,Canada,Morocco,1,1,Friendly,Canada,FALSE
01/06/1994,Netherlands,Hungary,7,1,Friendly,Netherlands,FALSE
01/06/1994,Norway,Denmark,2,1,Friendly,Norway,FALSE
01/06/1994,Macedonia,Estonia,2,0,Friendly,Macedonia,FALSE
01/06/1994,Romania,Slovenia,0,0,Friendly,Romania,FALSE
02/06/1994,Austria,Germany,1,5,Friendly,Austria,FALSE
02/06/1994,Finland,Spain,1,2,Friendly,Finland,FALSE
02/06/1994,Latvia,Malta,2,0,Friendly,Latvia,FALSE
03/06/1994,Colombia,Northern Ireland,2,0,Friendly,United States,TRUE
03/06/1994,Italy,Switzerland,1,0,Friendly,Italy,FALSE
03/06/1994,Bulgaria,Ukraine,1,1,Friendly,Bulgaria,FALSE
04/06/1994,Saudi Arabia,Trinidad and Tobago,3,2,Friendly,United States,TRUE
04/06/1994,Belgium,Zambia,9,0,Friendly,Belgium,FALSE
04/06/1994,United States,Mexico,1,0,Friendly,United States,FALSE
04/06/1994,Croatia,Argentina,0,0,Friendly,Croatia,FALSE
05/06/1994,Ecuador,South Korea,2,1,Friendly,United States,TRUE
05/06/1994,Ivory Coast,Liberia,4,1,Friendly,Ivory Coast,FALSE
05/06/1994,Canada,Brazil,1,1,Friendly,Canada,FALSE
05/06/1994,Colombia,Greece,2,0,Friendly,United States,TRUE
05/06/1994,Sweden,Norway,2,0,Friendly,Sweden,FALSE
05/06/1994,Ireland,Czechia,1,3,Friendly,Ireland,FALSE
08/06/1994,Australia,South Africa,1,0,Friendly,Australia,FALSE
08/06/1994,Canada,Germany,0,2,Friendly,Canada,FALSE
08/06/1994,Brazil,Honduras,8,2,Friendly,United States,TRUE
08/06/1994,Bolivia,Peru,0,0,Friendly,Bolivia,FALSE
08/06/1994,Belgium,Hungary,3,1,Friendly,Belgium,FALSE
10/06/1994,Canada,Spain,0,2,Friendly,Canada,FALSE
11/06/1994,South Korea,Honduras,3,0,Friendly,United States,TRUE
11/06/1994,Nigeria,Georgia,5,1,Friendly,Nigeria,FALSE
11/06/1994,Italy,Costa Rica,1,0,Friendly,United States,TRUE
11/06/1994,Mexico,Northern Ireland,3,0,Friendly,United States,TRUE
11/06/1994,Bolivia,Switzerland,0,0,Friendly,Canada,TRUE
12/06/1994,Australia,South Africa,1,0,Friendly,Australia,FALSE
12/06/1994,Canada,Netherlands,0,3,Friendly,Canada,FALSE
